id,text,users_id,user_screen_name,user_name,created_at, retweet_count,source,user_id,user_description,user_follower_count,user_friends_count,user_location,user_verified,user_url,lenght_of_tweet
1306102742050418689,Every SSRIAN is fighting with each other over issues like HT AND MANY MORE ....i just wanted to convey dont fight w… https://t.co/YzTRUcLgnF,1292704024043479040,comradeShalu27,230,2020-08-10 06:07:29,0,Twitter for Android,1292704024043479040,||IAS ASPIRANT||was INTERN journalist||Book lover||Pure soul||Anti Feminist||Anti Bullshit||Modi bhakt||Har Har Mahadev✌🤞🤘💃👩‍🏫,230,812,"बिहार, भारत",False,,140
1306102736052658182,"SSR didn't make or receive any calls since 13 June after 2.30pm...

His last call &amp; msg was before 22 hours his bod… https://t.co/BvBhmvrHtf",1286135075843665921,RiyushaA95,680,2020-07-23 03:04:51,0,Twitter for Android,1286135075843665921,Here for SSR justice,680,308,,False,,144
1306102718503596033,@sumikumopon he's making u suffer alot 😭 be prepared for possible ssr cain soon 💔,1192699412532756480,sumiitaru,195,2019-11-08 07:04:40,0,Twitter for Android,1192699412532756480,Hikari • she/her •20 • not spoiler free • FUB=OK! multifandom mess—a3♡ mhyk ♡ twst ♡ enstars ♡ ID7 ♡ tsukiuta ♡ gbf ♡ AAside and more • im weak for #シノヒス 🍀💧,195,465,PH | eng/fil | read carrd byf✨,False,https://t.co/ZEeObeVQeh,81
1306102694151553025,"#SSR other star and none in the future will inspire young guns of India as SSR did. Mark my words , he is the best… https://t.co/yB8WJoWzYo",1173491963397586944,KPangaluri,1,2019-09-16 07:01:07,0,Twitter Web App,1173491963397586944,Desh Bhakt! Jai Hind. Mera Bhaarat Maahan..,1,17,,False,,139
1306102674555727872,"#NationWantsDishaSSRTruth
Justice for SSR https://t.co/A4u6HnGI94",1289854158103703552,Aswin17899422,87,2020-08-02 09:23:02,0,Twitter Web App,1289854158103703552,Myself,87,266,,False,,65
1306102672420777989,your Indian media shows so much adds for hours even after sayin ''ek chotese break k liye ruk rhe hain'' when they… https://t.co/FQIsqE6Dfw,1294490595403026433,Dr_Wuhan,69,2020-08-15 04:26:31,0,Twitter Web App,1294490595403026433,Toilet cleaner of WHO👨- Biggest scamming🚑 agency of the world 👌🤘I love bat soup🧛‍♂️... Loves chinese food🍜 ........Puppet of China💖,69,216,Wuhan,False,,139
1306102656553947141,@Busybee61648656 @Ssr_Ssr9 @shwetasinghkirt @vikirti @nilotpalm3 The HT we are currently using is #WeStayUnited4SSR,1171150867174744069,Rushnishyamagm1,79,2019-09-09 19:58:34,0,Twitter for Android,1171150867174744069,let your soul do the talking,79,131,where ever I am ,False,,115
1306102638707052544,"We want the  truth of both the murders? 

Why they killed Sushant and Disha?

#NationWantsDishaSSRTruth",2181664665,0308_ssr,504,2013-11-15 07:49:25,1,Twitter for Android,2181664665,,504,418,,False,,103
1306102631589228545,@Ssr_Ssr9 Adding few  @aatish_dkd  @_mallika_singh @justice_sushi ......,1273203960317308928,Pallavi_dz,47,2020-06-17 10:41:16,0,Twitter for Android,1273203960317308928,,47,40,,False,,72
1306102629278257153,"@republic one request, is it not possible to stop this bigwig adv, difficult to stand it while watching Republic. G… https://t.co/z6DJmaMqWg",3305391409,MeenakshiSriva2,9,2015-08-03 17:17:40,0,Twitter for Android,3305391409,,9,28,"Gurgaon, India",False,,140
1306102624530436097,@NickKumar0 @BhaavnaArora Who made sushant?? Some stories n some directors. U cant denied. So stop spreading nepoti… https://t.co/uF9klQ9z6P,1208460391958728704,subhash46898724,26,2019-12-21 18:53:33,0,Twitter for iPhone,1208460391958728704,Want to explore all,26,46,,False,,140
1306102617836318720,@nilotpalm3 Sir thousands are with you for HT why bothers others? Because of HT other will stay in sync &amp; united al… https://t.co/tmJhKw4eGn,600441202,Ssr_Ssr9,111,2012-06-05 21:33:32,0,Twitter for iPhone,600441202,,111,103,"Mumbai,India",False,,144
1306102609921470464,#Nation_With_ArnabGoswami Arnab Ji has done a great job in the SSR case and raised the public's voice. The Truth's… https://t.co/x5K164m0Qv,1277094156305743874,iimphoenix310,5,2020-06-28 04:19:39,0,Twitter Web App,1277094156305743874,"Entrepreneur & A Critic who Dreams of One United World 🌍! ✌️ 
Views all personal. RT/likes etc, not endorsements. 
Raising My Voice For Good and Against Bad!",5,40,"Ludhiana, Punjab, India",False,https://t.co/P6EP8j8qIK,139
1306102603651010561,"Justice for SSR. U were too good for this world and fake bollywoodHe's the king of Bollywood, great warrior, they s… https://t.co/CpgOdnkBkn",1293209129570275328,DIYASHA36201836,76,2020-08-11 15:34:27,0,Twitter for Android,1293209129570275328,,76,510,,False,,140
1306102578552254464,"Buffalo Bell: SSR, Rhea, Kangana, Thackeray, Karan Johar, Taimur, Bollywood, Drugs, 

Bell Thief: News channels

4/… https://t.co/Z2rhqwhVCC",94876321,anilkapoor60,757,2009-12-05 21:56:33,0,Twitter for Android,94876321,"Knowledge & Perspective.
RT are not endorsements.

Founder @BloodPunjab

 Donate Blood 🆘 It Saves Lives


Subscribe to our YouTube Channel

Link Below 👇",757,1514,India,False,https://t.co/XcIXLTfOYg,140
1306102551323062272,"@PMOIndia @Swamy39 can't believe SSR isn't there , he would have definitely brought a change in the entire mindset… https://t.co/o80KUG9KJB",1173491963397586944,KPangaluri,1,2019-09-16 07:01:07,0,Twitter Web App,1173491963397586944,Desh Bhakt! Jai Hind. Mera Bhaarat Maahan..,1,17,,False,,139
1306102510050967552,@SrBachchan Oh.. that’s y u have been silent on SSR and Jaya is against drug investigations so as to protect ur children.,1304288447469776896,casca19017119,25,2020-09-11 05:19:50,0,Twitter for iPhone,1304288447469776896,,25,122,,False,,121
1306102505621733376,"#JayaBachchanShamlessLady
#JayaBachchan Silent on 
Rammandir 
Palghar 
DrugNexus 
Disha &amp; SSR murder 
Kangana threa… https://t.co/M7yQoZPz0c",953918255386824704,sanatana_truth,424,2018-01-18 09:13:29,0,Twitter Web App,953918255386824704,"Hi, I am Sanatani Indian",424,2673,,False,,144
1306102486739058689,"❓Who all raped Disha?

❓Why it took more than 60 hours for her postmortem?

❓Why her body was found naked?

❓Who al… https://t.co/lzdmuqLtxF",1186772248226435074,cloudfringed,177,2019-10-22 22:32:35,0,Twitter for Android,1186772248226435074,Euphoria,177,132,,False,,140
1306102485698846722,@republic KANGANA &amp; RAVI KISHAN THEY WANT TO REMOVE THE DRUGGISM PLUS THE JUSTICE FOR SSR THEY HVN'T TALK ABOUT WHO… https://t.co/U1FtO0RZIh,1292396501532991488,Sweetu60490378,0,2020-08-09 09:45:20,0,Twitter for Android,1292396501532991488,😊,0,3,,False,,144
1306102484109156353,"#JayaBachchan #AmitabhBachchan #ArnabGoswami #JusticeForSushant 
•Disha was raped&amp;killed Brutally
•SSR was murdered… https://t.co/bIKucW70OJ",1272757375133298689,NEERAJS89281708,4,2020-06-16 05:06:29,0,Twitter for Android,1272757375133298689,A great way to deal with your problems is to melt some cheese on them.,4,161,,False,,144
